File,Statement,Bug
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'builtin', '.', 'PigStorage', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'data', '.', 'DataBag', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'data', '.', 'Tuple', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'data', '.', 'TupleFactory', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'PigContext', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'ExecType', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'builtin', '.', 'GFAny', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'io', '.', 'BufferedPositionedInputStream', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'plan', '.', 'OperatorKey', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'logicalLayer', '.', '*', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'logicalLayer', '.', 'schema', '.', 'Schema', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'data', '.', 'DataType', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'logicalLayer', '.', 'parser', '.', 'ParseException', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'util', '.', 'MultiMap', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'test', '.', 'utils', '.', 'Identity', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'impl', '.', 'util', '.', 'LogUtils', ';']",0
TestLogicalPlanBuilder.java,"['import', 'org', '.', 'apache', '.', 'pig', '.', 'PigException', ';']",0
TestLogicalPlanBuilder.java,"['public', 'class', 'TestLogicalPlanBuilder', 'extends', 'junit', '.', 'framework', '.', 'TestCase', '{']",0
TestLogicalPlanBuilder.java,"['private', 'final', 'Log', 'log', '=', 'LogFactory', '.', 'getLog', '(', 'getClass', '(', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery1', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', 'generate', '$', '1', ',', '$', '2', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery2', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", 'using', '""', '+', 'PigStorage', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', ""'"", ':', ""'"", ')', ')', 'generate', '$', '1', ',', ""'"", 'aoeuaoeu', ""'"", ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['/', '/', 'TODO', 'FIX', 'Query3', 'and', 'Query4']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery3', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'cogroup', '(', 'load', ""'"", 'a', ""'"", ')', 'by', '$', '1', ',', '(', 'load', ""'"", 'b', ""'"", ')', 'by', '$', '1', ')', 'generate', 'org', '.', 'apache', '.', 'pig', '.', 'builtin', '.', 'AVG', '(', '$', '1', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery4', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', 'generate', 'AVG', '(', '$', '1', ',', '$', '2', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery5', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'group', '(', 'load', ""'"", 'a', ""'"", ')', 'ALL', ')', 'generate', '$', '1', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery6', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'group', '(', 'load', ""'"", 'a', ""'"", ')', 'by', '$', '1', ')', 'generate', 'group', ',', ""'"", '1', ""'"", ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery7', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", 'using', '""', '+', 'PigStorage', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', ')', ')', 'generate', '$', '1', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery10', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'cogroup', '(', 'load', ""'"", 'a', ""'"", ')', 'by', '(', '$', '1', ')', ',', '(', 'load', ""'"", 'b', ""'"", ')', 'by', '(', '$', '1', ')', ')', 'generate', '$', '1', '.', '$', '1', ',', '$', '2', '.', '$', '1', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['/', '/', 'TODO', 'FIX', 'Query11', 'and', 'Query12']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery11', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'group', '(', 'load', ""'"", 'a', ""'"", ')', 'by', '$', '1', ',', '(', 'load', ""'"", 'b', ""'"", ')', 'by', '$', '2', ')', 'generate', 'group', ',', 'AVG', '(', '$', '1', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery12', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", 'using', '""', '+', 'PigStorage', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', ')', ')', 'generate', 'AVG', '(', '$', '1', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery13', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'cogroup', '(', 'load', ""'"", 'a', ""'"", ')', 'ALL', ')', 'generate', 'group', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery14', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'group', '(', 'load', ""'"", 'a', ""'"", ')', 'by', '(', '$', '6', ',', '$', '7', ')', ')', 'generate', 'flatten', '(', 'group', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery15', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', 'generate', '$', '1', ',', ""'"", 'hello', ""'"", ',', '$', '3', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery100', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['/', '/', 'test', 'define', 'syntax']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'define', 'FUNC', 'ARITY', '(', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['LogicalOperator', 'lo', '=', 'buildPlan', '(', 'query', ')', '.', 'getRoots', '(', ')', '.', 'get', '(', '0', ')', ';']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', 'lo', 'instanceof', 'LODefine', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQueryFail1', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'group', '(', 'A', '=', 'load', ""'"", 'a', ""'"", ')', 'by', '$', '1', ')', 'generate', 'A', '.', ""'"", '1', ""'"", ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['}', 'catch', '(', 'AssertionFailedError', 'e', ')', '{']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', 'e', '.', 'getMessage', '(', ')', '.', 'contains', '(', '""', 'Exception', '""', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQueryFail2', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', 'group', '(', 'load', ""'"", 'a', ""'"", ')', 'by', '$', '1', 'generate', '$', '1', '.', '*', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['}', 'catch', '(', 'AssertionFailedError', 'e', ')', '{']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', 'e', '.', 'getMessage', '(', ')', '.', 'contains', '(', '""', 'Exception', '""', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQueryFail3', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'generate', 'DISTINCT', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['}', 'catch', '(', 'AssertionFailedError', 'e', ')', '{']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', 'e', '.', 'getMessage', '(', ')', '.', 'contains', '(', '""', 'Exception', '""', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQueryFail4', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'generate', '[', 'ORDER', 'BY', '$', '0', ']', '[', '$', '3', ',', '$', '4', ']', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['}', 'catch', '(', 'AssertionFailedError', 'e', ')', '{']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', 'e', '.', 'getMessage', '(', ')', '.', 'contains', '(', '""', 'Exception', '""', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQueryFail5', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'generate', '""', '+', 'TestApplyFunc', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', '$', '2', '.', '*', ')', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['}', 'catch', '(', 'AssertionFailedError', 'e', ')', '{']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', 'e', '.', 'getMessage', '(', ')', '.', 'contains', '(', '""', 'Exception', '""', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['/', '*', '*']",0
TestLogicalPlanBuilder.java,"['/', '/', 'TODO', 'FIX', 'Query17']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery17', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'A', ""'"", ')', '""', '+', '""', 'generate', '""', '+', 'TestApplyFunc', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', '$', '1', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['static', 'public', 'class', 'TestApplyFunc', 'extends', 'org', '.', 'apache', '.', 'pig', '.', 'EvalFunc', '<', 'Tuple', '>', '{']",0
TestLogicalPlanBuilder.java,"['public', 'Tuple', 'exec', '(', 'Tuple', 'input', ')', 'throws', 'IOException', '{']",0
TestLogicalPlanBuilder.java,"['Tuple', 'output', '=', 'TupleFactory', '.', 'getInstance', '(', ')', '.', 'newTuple', '(', 'input', '.', 'getAll', '(', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['return', 'output', ';']",0
TestLogicalPlanBuilder.java,"['/', '*', '*']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery18', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'FOREACH', '(', 'group', '(', 'load', ""'"", 'a', ""'"", ')', 'ALL', 'PARALLEL', '16', ')', 'generate', 'group', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['LogicalPlan', 'lp', '=', 'buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['LogicalOperator', 'root', '=', 'lp', '.', 'getRoots', '(', ')', '.', 'get', '(', '0', ')', ';']",0
TestLogicalPlanBuilder.java,"['List', '<', 'LogicalOperator', '>', 'listOp', '=', 'lp', '.', 'getSuccessors', '(', 'root', ')', ';']",0
TestLogicalPlanBuilder.java,"['LogicalOperator', 'lo', '=', 'listOp', '.', 'get', '(', '0', ')', ';']",0
TestLogicalPlanBuilder.java,"['if', '(', 'lo', 'instanceof', 'LOCogroup', ')', '{']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', '(', '(', 'LOCogroup', ')', 'lo', ')', '.', 'getRequestedParallelism', '(', ')', '=', '=', '16', ')', ';']",0
TestLogicalPlanBuilder.java,"['fail', '(', '""', 'Error', ':', 'Unexpected', 'Parse', 'Tree', 'output', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery19', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'a', '=', 'load', ""'"", 'a', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'b', '=', 'filter', 'a', 'by', '$', '1', '=', '=', ""'"", '3', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery20', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', 'generate', '(', '$', '1', '=', '=', ""'"", '3', ""'"", '?', '$', '2', ':', '$', '3', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery21', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'A', '=', 'load', ""'"", 'a', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'B', '=', 'load', ""'"", 'b', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'foreach', '(', 'cogroup', 'A', 'by', '(', '$', '1', ')', ',', 'B', 'by', '(', '$', '1', ')', ')', 'generate', 'A', ',', 'flatten', '(', 'B', '.', '(', '$', '1', ',', '$', '2', ',', '$', '3', ')', ')', ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery22', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'A', '=', 'load', ""'"", 'a', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'B', '=', 'load', ""'"", 'b', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'C', '=', 'cogroup', 'A', 'by', '(', '$', '1', ')', ',', 'B', 'by', '(', '$', '1', ')', ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', 'C', '{', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'B', '=', 'order', 'B', 'by', '$', '0', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'generate', 'FLATTEN', '(', 'A', ')', ',', 'B', '.', '(', '$', '1', ',', '$', '2', ',', '$', '3', ')', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', '}', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery22Fail', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'A', '=', 'load', ""'"", 'a', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'B', '=', 'group', 'A', 'by', '(', '*', ',', '$', '0', ')', ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['}', 'catch', '(', 'AssertionFailedError', 'e', ')', '{']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', 'e', '.', 'getMessage', '(', ')', '.', 'contains', '(', '""', 'Grouping', 'attributes', 'can', 'either', 'be', 'star', '(', '*', '""', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery23', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'A', '=', 'load', ""'"", 'a', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'B', '=', 'load', ""'"", 'b', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'C', '=', 'cogroup', 'A', 'by', '(', '$', '1', ')', ',', 'B', 'by', '(', '$', '1', ')', ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', 'C', '{', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'A', '=', 'Distinct', 'A', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'B', '=', 'FILTER', 'A', 'BY', '$', '1', '<', ""'"", 'z', ""'"", ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['/', '/', 'TODO']",0
TestLogicalPlanBuilder.java,"['/', '/', 'A', 'sequence', 'of', 'filters', 'within', 'a', 'foreach', 'translates', 'to']",0
TestLogicalPlanBuilder.java,"['/', '/', 'a', 'split', 'statement', '.', 'Currently', 'it', 'breaks', 'as', 'adding', 'an']",0
TestLogicalPlanBuilder.java,"['/', '/', 'additional', 'output', 'to', 'the', 'filter', 'fails', 'as', 'filter', 'supports']",0
TestLogicalPlanBuilder.java,"['/', '/', 'single', 'output']",0
TestLogicalPlanBuilder.java,"['""', 'C', '=', 'FILTER', 'A', 'BY', '$', '2', '=', '=', '$', '3', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'B', '=', 'ARRANGE', 'B', 'BY', '$', '1', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'GENERATE', 'A', ',', 'FLATTEN', '(', 'B', '.', '$', '0', ')', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', '}', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery23Fail', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'A', '=', 'load', ""'"", 'a', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'B', '=', 'load', ""'"", 'b', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'C', '=', 'group', 'A', 'by', '(', '*', ',', '$', '0', ')', ',', 'B', 'by', '(', '$', '0', ',', '$', '1', ')', ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['}', 'catch', '(', 'AssertionFailedError', 'e', ')', '{']",0
TestLogicalPlanBuilder.java,"['assertTrue', '(', 'e', '.', 'getMessage', '(', ')', '.', 'contains', '(', '""', 'Grouping', 'attributes', 'can', 'either', 'be', 'star', '(', '*', '""', ')', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery24', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', '""', 'a', '=', 'load', ""'"", 'a', ""'"", ';', '""', ')', ';']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', 'a', 'generate', '(', '(', '$', '0', '=', '=', '$', '1', ')', '?', ""'"", 'a', ""'"", ':', '$', '2', ')', ',', '$', '4', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery25', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', '{', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'B', '=', 'FILTER', '$', '0', 'BY', '(', '(', '$', '1', '=', '=', '$', '2', ')', 'AND', '(', ""'"", 'a', ""'"", '<', ""'"", 'b', ""'"", ')', ')', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'generate', 'B', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', '}', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery26', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', 'generate', '(', '(', 'NOT', '(', '(', '$', '1', '=', '=', '$', '2', ')', 'OR', '(', ""'"", 'a', ""'"", '<', ""'"", 'b', ""'"", ')', ')', ')', '?', ""'"", 'a', ""'"", ':', '$', '2', ')', ',', ""'"", 'x', ""'"", ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['/', '/', 'TODO', 'FIX', 'Query27', 'and', 'Query28']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery27', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', '{', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'A', '=', 'DISTINCT', '$', '3', '.', '$', '1', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', 'generate', '""', '+', 'TestApplyFunc', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', '$', '2', ',', '$', '1', '.', '(', '$', '1', ',', '$', '4', ')', ')', ';', '""', '+']",0
TestLogicalPlanBuilder.java,"['""', '}', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery28', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'foreach', '(', 'load', ""'"", 'a', ""'"", ')', 'generate', '""', '+', 'TestApplyFunc', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', '$', '2', ',', '""', '+', 'TestApplyFunc', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', '$', '2', '.', '$', '3', ')', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery29', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'load', ""'"", 'myfile', ""'"", 'using', '""', '+', 'TestStorageFunc', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', ')', 'as', '(', 'col1', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'testQuery30', '(', ')', '{']",0
TestLogicalPlanBuilder.java,"['String', 'query', '=', '""', 'load', ""'"", 'myfile', ""'"", 'using', '""', '+', 'TestStorageFunc', '.', 'class', '.', 'getName', '(', ')', '+', '""', '(', ')', 'as', '(', 'col1', ',', 'col2', ')', ';', '""', ';']",0
TestLogicalPlanBuilder.java,"['buildPlan', '(', 'query', ')', ';']",0
TestLogicalPlanBuilder.java,"['public', 'static', 'class', 'TestStorageFunc', 'implements', 'LoadFunc', '{']",0
TestLogicalPlanBuilder.java,"['public', 'void', 'bindTo', '(', 'String', 'fileName', ',', 'BufferedPositionedInputStream', 'is', ',', 'long', 'offset', ',', 'long', 'end', ')', 'throws', 'IOException', '{']",0
TestLogicalPlanBuilder.java,"['public', 'Tuple', 'getNext', '(', ')', 'throws', 'IOException', '{']",0
